title:eeg_02, start timestamp:1594579772.919653, stop timestamp:1594579826.851280, headset type:INSIGHT, headset serial:A1D2064AFA, headset firmware:930, subject name:Samu, channels:57, sampling rate:eeg_128;mot_64;pow_8, samples:6919      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1594579772.998212,30.000000,0.000000,4151.794922,4293.333496,4021.025635,4011.794922,4104.102539,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,15.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.125002,-76.563667,-34.321045,3.699355,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.006108,31.000000,0.000000,4151.794922,4293.333496,4030.769287,4013.333252,4109.230957,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.013804,32.000000,0.000000,4137.948730,4272.820313,4017.435791,3983.076904,4104.615234,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,16.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.031250,-0.156252,-76.563667,-34.717121,3.329420,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.021699,33.000000,0.000000,4113.846191,4258.461426,3986.666748,3957.948730,4088.205078,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.029396,34.000000,0.000000,4102.051270,4260.512695,3973.846191,3957.948730,4067.179443,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,17.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.031250,-0.156252,-76.563667,-35.073593,2.996478,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.037291,35.000000,0.000000,4107.692383,4270.769043,3987.692383,3977.435791,4061.025635,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.044987,36.000000,0.000000,4146.153809,4297.436035,4027.692383,4008.718018,4093.846191,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,18.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.031250,-0.156252,-76.563667,-35.394417,2.696830,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.052883,37.000000,0.000000,4208.205078,4324.102539,4081.538574,4037.948730,4148.205078,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.060579,38.000000,0.000000,4248.717773,4324.102539,4115.384766,4067.692383,4185.641113,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,19.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.156252,-76.563667,-35.683159,2.427147,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.068275,39.000000,0.000000,4237.948730,4301.538574,4102.563965,4076.923096,4180.512695,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.075971,40.000000,0.000000,4198.974121,4276.922852,4063.589844,4041.538574,4142.563965,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,20.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.156252,-76.563667,-35.943027,2.184432,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.083867,41.000000,0.000000,4203.589844,4289.230957,4065.128174,4010.256348,4145.128418,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,37.033485,6.987191,7.978131,5.415470,2.199520,31.383625,3.311478,1.816666,2.098536,1.002717,30.864315,5.703356,6.966183,4.069419,2.348664,29.954254,4.236773,6.940309,6.674674,3.556067,27.476862,7.813555,6.571159,5.325076,2.100466
1594579773.091563,42.000000,0.000000,4244.615234,4313.846191,4094.871826,4038.974365,4182.563965,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,21.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.156252,-76.563667,-36.176907,1.965989,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.099459,43.000000,0.000000,4257.948730,4311.794922,4094.871826,4078.461426,4185.128418,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.107154,44.000000,0.000000,4253.333496,4305.641113,4093.333252,4071.281982,4175.384766,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,22.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.156252,-76.563667,-36.387402,1.769390,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.114850,45.000000,0.000000,4261.538574,4305.641113,4105.641113,4065.641113,4182.051270,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.122546,46.000000,0.000000,4269.230957,4303.589844,4101.025879,4073.846191,4184.615234,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,23.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.031250,-0.156252,-76.563667,-36.576843,1.592451,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.130443,47.000000,0.000000,4261.538574,4309.743652,4087.179443,4069.230713,4181.538574,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.138339,48.000000,0.000000,4244.102539,4305.641113,4081.025635,4069.230713,4175.897461,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,24.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-36.747341,1.433206,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.146235,49.000000,0.000000,4217.436035,4281.025879,4065.128174,4029.230713,4153.846191,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.154130,50.000000,0.000000,4202.563965,4272.820313,4051.794922,3980.512939,4137.948730,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,25.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-36.900791,1.289885,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.161926,51.000000,0.000000,4215.384766,4283.077148,4066.153809,4022.051270,4153.333496,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.169622,52.000000,0.000000,4237.436035,4291.282227,4087.692383,4087.179443,4174.871582,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,26.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-37.038895,1.160897,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.177518,53.000000,0.000000,4227.692383,4291.282227,4080.512939,4072.820557,4163.077148,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.185414,54.000000,0.000000,4200.512695,4285.128418,4058.974365,4029.743652,4140.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,27.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.000015,0.062501,-0.156252,-76.563667,-37.163189,1.044807,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.193310,55.000000,0.000000,4221.538574,4287.179688,4062.564209,4017.435791,4147.179688,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.201205,56.000000,0.000000,4252.820313,4295.384766,4067.692383,4001.538574,4152.307617,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,28.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-37.275055,0.940327,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.208901,57.000000,0.000000,4254.358887,4305.641113,4064.102539,4012.307617,4142.051270,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,32.682735,7.180685,8.746811,5.292399,2.093215,25.084208,3.269855,2.127674,2.132548,0.940738,27.382330,5.503373,8.474829,4.037495,2.166218,26.565155,4.834921,9.270702,7.247357,3.749752,25.040215,8.161789,7.500585,5.061779,1.950674
1594579773.216597,58.000000,0.000000,4263.077148,4311.794922,4078.461426,4066.666748,4152.820313,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,29.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.000015,0.062501,-0.156252,-76.563667,-37.375732,0.846294,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.224293,59.000000,0.000000,4268.717773,4283.077148,4078.461426,4064.615479,4163.589844,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.231988,60.000000,0.000000,4246.153809,4258.461426,4052.820557,4020.512939,4143.077148,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,30.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.000015,0.062501,-0.156252,-76.563667,-37.466343,0.761664,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.239684,61.000000,0.000000,4241.538574,4281.025879,4058.974365,4011.281982,4132.820313,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.247380,62.000000,0.000000,4254.871582,4301.538574,4078.461426,4016.923096,4148.205078,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,31.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-37.547894,0.685498,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.255276,63.000000,0.000000,4235.384766,4281.025879,4059.487061,4002.051270,4144.615234,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.262972,64.000000,0.000000,4232.307617,4285.128418,4064.102539,4036.923096,4148.205078,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,32.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.031250,-0.156252,-76.563667,-37.621284,0.616948,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.270868,65.000000,0.000000,4249.743652,4301.538574,4089.230713,4086.666748,4166.153809,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.278564,66.000000,0.000000,4228.717773,4278.974121,4065.128174,4040.512939,4140.512695,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,33.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.156252,-76.563667,-37.687340,0.555253,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.286460,67.000000,0.000000,4203.589844,4270.769043,4043.076904,3990.769287,4111.282227,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.294355,68.000000,0.000000,4206.666504,4287.179688,4064.615479,4007.692383,4126.153809,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,34.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.156252,-76.563667,-37.746792,0.499728,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.302251,69.000000,0.000000,4222.051270,4289.230957,4084.615479,4028.718018,4144.102539,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.309947,70.000000,0.000000,4228.717773,4285.128418,4080.000000,4027.179443,4134.358887,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,35.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.031266,0.062501,-0.156252,-76.563667,-37.800293,4.277939,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.317843,71.000000,0.000000,4215.384766,4283.077148,4073.333252,4046.153809,4125.641113,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.325539,72.000000,0.000000,4203.589844,4289.230957,4073.846191,4075.384521,4128.717773,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,36.000000,0.000000,0.527098,0.453125,0.484375,-0.531250,1.000015,0.031250,-0.156252,-76.563667,-37.848450,7.678328,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.333434,73.000000,0.000000,4196.922852,4283.077148,4058.974365,4036.923096,4113.846191,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,27.451288,9.354964,9.421140,5.325754,1.937788,17.787510,3.831161,2.508846,2.236369,0.858846,23.479570,7.052915,10.042289,4.267767,1.925576,22.467108,6.476321,11.793909,8.164893,4.107878,22.227755,10.114966,8.465097,4.976890,1.759818
1594579773.341130,74.000000,0.000000,4199.487305,4278.974121,4054.871826,3989.230713,4116.922852,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,37.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.000015,0.031250,-0.125002,-76.563667,-37.891788,10.738679,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.349026,75.000000,0.000000,4213.333496,4283.077148,4071.794922,4015.897461,4148.717773,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.356722,76.000000,0.000000,4201.025879,4272.820313,4062.051270,4053.846191,4140.512695,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,38.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.000015,0.031250,-0.156252,-76.563667,-37.930790,9.664811,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.364617,77.000000,0.000000,4186.666504,4266.666504,4050.769287,4056.923096,4119.487305,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.372313,78.000000,0.000000,4208.717773,4289.230957,4071.794922,4037.948730,4140.512695,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,39.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.031250,-0.156252,-76.563667,-37.965897,8.698330,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.380209,79.000000,0.000000,4223.077148,4301.538574,4083.076904,4022.051270,4158.974121,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.388105,80.000000,0.000000,4213.333496,4295.384766,4086.153809,4046.666748,4160.512695,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,40.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-37.997490,7.828497,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.395800,81.000000,0.000000,4206.666504,4299.487305,4100.000000,4063.076904,4171.794922,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.403496,82.000000,0.000000,4209.743652,4315.897461,4103.077148,4048.718018,4175.384766,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,41.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.031250,-0.156252,-76.563667,-38.025925,10.873831,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.411192,83.000000,0.000000,4206.666504,4307.692383,4087.692383,4065.128174,4157.436035,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.418888,84.000000,0.000000,4191.282227,4285.128418,4082.564209,4087.692383,4146.666504,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,42.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.000015,0.031250,-0.125002,-76.563667,-38.051514,13.614631,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.426584,85.000000,0.000000,4190.256348,4299.487305,4104.615234,4065.641113,4166.153809,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.434280,86.000000,0.000000,4201.538574,4320.000000,4122.563965,4050.256348,4186.666504,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,43.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.031250,-0.156252,-76.563667,-38.074547,12.253168,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.442175,87.000000,0.000000,4191.282227,4299.487305,4108.205078,4063.589844,4177.948730,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.449872,88.000000,0.000000,4168.205078,4278.974121,4093.846191,4062.051270,4162.563965,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,44.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-38.095276,11.027851,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.457767,89.000000,0.000000,4156.922852,4278.974121,4095.384521,4046.153809,4157.948730,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,23.739380,13.045685,9.846019,5.584235,1.782700,11.302078,4.855709,2.831831,2.447030,0.782212,20.528818,10.182648,11.276159,4.789792,1.697088,18.816204,8.840653,13.961871,9.259188,4.560177,20.106842,13.402276,9.223359,5.104672,1.595059
1594579773.465463,90.000000,0.000000,4148.205078,4270.769043,4089.743652,4037.948730,4150.769043,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,45.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-38.113930,9.925066,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.473359,91.000000,0.000000,4145.641113,4266.666504,4083.076904,4045.128174,4145.128418,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.481055,92.000000,0.000000,4163.077148,4278.974121,4096.922852,4035.897461,4160.000000,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,46.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-38.130722,8.932559,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.488951,93.000000,0.000000,4183.077148,4291.282227,4115.897461,4009.230713,4181.538574,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.496646,94.000000,0.000000,4195.897461,4301.538574,4126.666504,4052.820557,4189.743652,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,47.000000,0.000000,0.510868,0.453125,0.484375,-0.546875,1.031266,0.062501,-0.156252,-76.563667,-38.145832,8.039304,,,,,,,,,,,,,,,,,,,,,,,,,
1594579773.504542,95.000000,0.000000,4207.179688,4307.692383,4139.487305,4131.282227,4199.487305,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
